iter	Logloss
522	0.114049967
523	0.1140231878
524	0.1139934644
525	0.1139599945
526	0.1139004649
527	0.1138377206
528	0.1138133302
529	0.1137837526
530	0.1137604994
531	0.1136990614
532	0.1136249421
533	0.1135706829
534	0.1135687041
535	0.1135583514
536	0.1135495893
537	0.1134935909
538	0.1134783216
539	0.113403676
540	0.1133559092
541	0.1132898142
542	0.1132422762
543	0.113224218
544	0.1132112194
545	0.1131906221
546	0.1131185544
547	0.1130841975
548	0.1130694005
549	0.1130559996
550	0.1130103904
551	0.1129781386
552	0.1129594758
553	0.1128922597
554	0.1128176374
555	0.1128127301
556	0.1128119719
557	0.1127440551
558	0.1126964697
559	0.1126476067
560	0.1125798884
561	0.1125741573
562	0.112565915
563	0.1125568436
564	0.1125258878
565	0.112511717
566	0.1124735074
567	0.1123736255
568	0.1123202488
569	0.1123011896
570	0.1122611698
571	0.1122099207
572	0.1121787897
573	0.1121289298
574	0.1120903097
575	0.1120558813
576	0.1120489126
577	0.1120031098
578	0.1119414421
579	0.1118955812
580	0.111862374
581	0.111859854
582	0.1118203598
583	0.111791123
584	0.1117372244
585	0.1117020285
586	0.1116438455
587	0.1116035338
588	0.1116007374
589	0.1115252776
590	0.1114627593
591	0.1113812902
592	0.1113135751
593	0.1112515699
594	0.1112019496
595	0.111111638
596	0.111068965
597	0.1110208157
598	0.1109455046
599	0.1108874561
600	0.1108630978
601	0.1108059959
602	0.1107739462
603	0.1107211385
604	0.1107061051
605	0.1106441227
606	0.1105985888
607	0.110538166
608	0.110478646
609	0.1104467754
610	0.1104353772
611	0.1103843544
612	0.110332138
613	0.1102854934
614	0.1102783821
615	0.1102544206
616	0.1102284908
617	0.1102031686
618	0.1101873585
619	0.1101816836
620	0.1101712216
621	0.1101208831
622	0.1100747101
623	0.110069257
624	0.1100598433
625	0.1099977007
626	0.1099466918
627	0.1098667139
628	0.1098640881
629	0.1098344488
630	0.1097647608
631	0.1097233913
632	0.1097015584
633	0.1096450578
634	0.1096141011
635	0.1095403984
636	0.109467349
637	0.1094289623
638	0.109404559
639	0.1093996399
640	0.1093637323
641	0.1093258898
642	0.1093258695
643	0.1093077037
644	0.1092751769
645	0.1092545654
646	0.1092214524
647	0.1092115843
648	0.1091900414
649	0.1091523493
650	0.1091518624
651	0.1091100811
652	0.1090611693
653	0.1090172678
654	0.1089430683
655	0.1089312266
656	0.1089163923
657	0.108859939
658	0.1088336895
659	0.1087983198
660	0.1087539074
661	0.108742319
662	0.1086868043
663	0.1086385487
664	0.1085808636
665	0.1085396151
666	0.108495444
667	0.1084837378
668	0.1084453032
669	0.1083903856
670	0.1083465786
671	0.1083341491
672	0.1082647818
673	0.108219784
674	0.108166744
675	0.1081079509
676	0.10804075
677	0.1079782937
678	0.1079415793
679	0.1078989044
680	0.1078167507
681	0.1077637799
682	0.1077098132
683	0.1076890246
684	0.1076635105
685	0.1076168201
686	0.107562721
687	0.1075278992
688	0.107462996
689	0.1074063693
690	0.1073813808
691	0.1073182508
692	0.107250274
693	0.1071914107
694	0.10715923
695	0.1070667231
696	0.1070012562
697	0.1069489128
698	0.10690577
699	0.1068561151
700	0.1068189488
701	0.1067850826
702	0.1067312624
703	0.1067030551
704	0.1066618587
705	0.1066425521
706	0.1066013387
707	0.1065390867
708	0.1064778946
709	0.1064349855
710	0.1063824722
711	0.1063375011
712	0.1062741346
713	0.1061957255
714	0.1061677291
715	0.1061218851
716	0.1060852551
717	0.1060470924
718	0.1059838539
719	0.1059469096
720	0.1059096997
721	0.1058772923
722	0.1058448061
723	0.1057863869
724	0.1057237203
725	0.1056522746
726	0.105595761
727	0.1055233658
728	0.1054627916
729	0.1053927219
730	0.1053292018
731	0.1052988017
732	0.1052537628
733	0.1051813529
734	0.1051564162
735	0.1051170384
736	0.1050993749
737	0.1050407162
738	0.1049909558
739	0.104935958
740	0.1048839072
741	0.1048777845
742	0.1048454211
743	0.1047909514
744	0.1047496392
745	0.1047004942
746	0.1046552183
747	0.1046339997
748	0.1045995137
749	0.1045313151
750	0.1044835973
751	0.1044271191
752	0.1043596952
753	0.1043071758
754	0.1042317792
755	0.1042017426
756	0.1041501641
757	0.1040880682
758	0.1040294286
759	0.1039868777
760	0.103970326
761	0.1039636467
762	0.10389091
763	0.1038242834
764	0.1037832524
765	0.1037462042
766	0.1037402826
767	0.1036858634
768	0.103660415
769	0.103650929
770	0.1036297525
771	0.1036130054
772	0.1035786769
773	0.1035371849
774	0.1035052579
775	0.103458727
776	0.1034278148
777	0.1033982492
778	0.1033684522
779	0.1033395954
780	0.1032832277
781	0.1032375929
782	0.1031927746
783	0.1031476447
784	0.1030961438
785	0.1030533685
786	0.1030492036
787	0.1029879742
788	0.1029487877
789	0.1029263822
790	0.1029072
791	0.1028628831
792	0.1028262987
793	0.1027881964
794	0.1027585616
795	0.1027241212
796	0.10268269
797	0.1026699586
798	0.1026456699
799	0.102591784
800	0.1025548329
801	0.1025262776
802	0.1024846862
803	0.1024482982
804	0.1024201206
805	0.1024080489
806	0.1023902735
807	0.1023526773
808	0.1023012137
809	0.1022861713
810	0.1022278602
811	0.102172918
812	0.102137311
813	0.102097377
814	0.1020678832
815	0.1020533083
816	0.1020388244
817	0.1020030042
818	0.1019709106
819	0.101942409
820	0.1018798046
821	0.1018226617
822	0.1017929547
823	0.1017465101
824	0.101701084
825	0.1016873957
826	0.1016646002
827	0.1016504747
828	0.1015992411
829	0.1015541465
830	0.1015330966
831	0.101477211
832	0.1014432209
833	0.1014055676
834	0.1013808187
835	0.1013539861
836	0.1013064569
837	0.1012613541
838	0.1012342348
839	0.1011987199
840	0.1011826
841	0.1011638031
842	0.1011199541
843	0.1010676873
844	0.1010292788
845	0.1009928869
846	0.1009594065
847	0.1009187624
848	0.1008629431
849	0.1008034131
850	0.1007734271
851	0.1007570032
852	0.1007209446
853	0.1007141751
854	0.100710839
855	0.1007046872
856	0.1006662868
857	0.1006296294
858	0.1006198494
859	0.1005765435
860	0.1005761104
861	0.1005697535
862	0.1005617632
863	0.1005388394
864	0.1004725138
865	0.1004323565
866	0.1003910605
867	0.1003788499
868	0.1003263248
869	0.1002859345
870	0.100232028
871	0.1001779394
872	0.1001111431
873	0.1000858627
874	0.100067776
875	0.1000169207
876	0.09999427665
877	0.0999434189
878	0.09993969555
879	0.09993025224
880	0.09988512356
881	0.0998580592
882	0.09984195605
883	0.09978259799
884	0.09974418664
885	0.09970566264
886	0.09966312434
887	0.09963009134
888	0.09959803805
889	0.09956729091
890	0.09954018287
891	0.09951578457
892	0.09947714366
893	0.0994631886
894	0.09945296506
895	0.09940232382
896	0.09936621155
897	0.09931052132
898	0.09929316895
899	0.09927912289
900	0.09922809452
901	0.09921222199
902	0.09916808331
903	0.09913080193
904	0.09910020364
905	0.09908139912
906	0.09905238341
907	0.09903598108
908	0.09899473706
909	0.09895338836
910	0.09892770756
911	0.0988963609
912	0.09887899422
913	0.09886100753
914	0.09882867432
915	0.09880756425
916	0.09876776346
917	0.09871348288
918	0.0986657554
919	0.098633272
920	0.09859821629
921	0.09856837229
922	0.09854113254
923	0.09849408393
924	0.09845088919
925	0.09839343624
926	0.09836625188
927	0.09833760129
928	0.09830426239
929	0.09827757145
930	0.09823337838
931	0.09819721114
932	0.09816018538
933	0.09814959211
934	0.09810856045
935	0.09808335358
936	0.09803803315
937	0.09803295252
938	0.09800888048
939	0.0979719085
940	0.09795273175
941	0.09792189772
942	0.09791147607
943	0.09787766866
944	0.09784417449
945	0.09780004873
946	0.09775963455
947	0.09771399934
948	0.09768482961
949	0.09767657608
950	0.0976453095
951	0.09760121856
952	0.09755072226
953	0.09749185248
954	0.09746608648
955	0.097415626
956	0.09737137618
957	0.09733334815
958	0.09728785572
959	0.09724313815
960	0.0971785663
961	0.09715192375
962	0.09710672563
963	0.0970894791
964	0.09702996642
965	0.09700098151
966	0.09696271785
967	0.09693529196
968	0.09689869487
969	0.09686004333
970	0.09679319216
971	0.09677239892
972	0.09674171298
973	0.09672205122
974	0.09666007045
975	0.09662313973
976	0.09658486552
977	0.09653938533
978	0.09650990983
979	0.09646967489
980	0.09644468702
981	0.09640424531
982	0.09633728421
983	0.09632326476
984	0.09629010195
985	0.0962437907
986	0.09620687114
987	0.09616449052
988	0.09612216052
989	0.09608766878
990	0.09605209715
991	0.09601600996
992	0.09597650018
993	0.09592061373
994	0.09588546957
995	0.09584844161
996	0.09580444018
997	0.09577237188
998	0.09572755164
999	0.09566490519
